Set,Card Name,Rarity,Text,Mana Cost,Type,Power,Toughness,CMC,Standard
Dragon's Maze,Krasis Incubation,Uncommon,"Enchant creature
Enchanted creature can't attack or block, and its activated abilities can't be activated.
{1}{G}{U}, Return Krasis Incubation to its owner's hand: Put two +1/+1 counters on enchanted creature.",{2}{G}{U},Enchantment,,,4.0,No
Dragon's Maze,Lavinia of the Tenth,Rare,"Protection from red
When Lavinia of the Tenth enters the battlefield, detain each nonland permanent your opponents control with converted mana cost 4 or less. (Until your next turn, those permanents can't attack or block and their activated abilities can't be activated.)",{3}{W}{U},Creature,4,4,5.0,No
Dragon's Maze,Legion's Initiative,Mythic Rare,"Red creatures you control get +1/+0.
White creatures you control get +0/+1.
{R}{W}, Exile Legion's Initiative: Exile all creatures you control. At the beginning of the next combat, return those cards to the battlefield under their owner's control and those creatures gain haste until end of turn.",{R}{W},Enchantment,,,2.0,No
Dragon's Maze,Master of Cruelties,Mythic Rare,"First strike, deathtouch
Master of Cruelties can only attack alone.
Whenever Master of Cruelties attacks a player and isn't blocked, that player's life total becomes 1. Master of Cruelties assigns no combat damage this combat.",{3}{B}{R},Creature,1,4,5.0,No
Dragon's Maze,Maw of the Obzedat,Uncommon,Sacrifice a creature: Creatures you control get +1/+1 until end of turn.,{3}{W}{B},Creature,3,3,5.0,No
Dragon's Maze,"Mirko Vosk, Mind Drinker",Rare,"Flying
Whenever Mirko Vosk, Mind Drinker deals combat damage to a player, that player reveals cards from the top of his or her library until he or she reveals four land cards, then puts those cards into his or her graveyard.",{3}{U}{B},Creature,2,4,5.0,No
Dragon's Maze,Morgue Burst,Common,Return target creature card from your graveyard to your hand. Morgue Burst deals damage to target creature or player equal to the power of the card returned this way.,{4}{B}{R},Sorcery,,,6.0,No
Dragon's Maze,Notion Thief,Rare,"Flash
If an opponent would draw a card except the first one he or she draws in each of his or her draw steps, instead that player skips that draw and you draw a card.",{2}{U}{B},Creature,3,1,4.0,No
Dragon's Maze,Obzedat's Aid,Rare,Return target permanent card from your graveyard to the battlefield.,{3}{W}{B},Sorcery,,,5.0,No
Dragon's Maze,Ral Zarek,Mythic Rare,"+1: Tap target permanent, then untap another target permanent.
âˆ’2: Ral Zarek deals 3 damage to target creature or player.
âˆ’7: Flip five coins. Take an extra turn after this one for each coin that comes up heads.",{2}{U}{R},Planeswalker,,,4.0,No
Dragon's Maze,Reap Intellect,Mythic Rare,"Target opponent reveals his or her hand. You choose up to X nonland cards from it and exile them. For each card exiled this way, search that player's graveyard, hand, and library for any number of cards with the same name as that card and exile them. Then that player shuffles his or her library.",{X}{2}{U}{B},Sorcery,,,4.0,No
Dragon's Maze,Restore the Peace,Uncommon,Return each creature that dealt damage this turn to its owner's hand.,{1}{W}{U},Instant,,,3.0,No
Dragon's Maze,Rot Farm Skeleton,Uncommon,"Rot Farm Skeleton can't block.
{2}{B}{G}, Put the top four cards of your library into your graveyard: Return Rot Farm Skeleton from your graveyard to the battlefield. Activate this ability only any time you could cast a sorcery.",{2}{B}{G},Creature,4,1,4.0,No
Dragon's Maze,"Ruric Thar, the Unbowed",Rare,"Vigilance, reach
Ruric Thar, the Unbowed attacks each combat if able.
Whenever a player casts a noncreature spell, Ruric Thar deals 6 damage to that player.",{4}{R}{G},Creature,6,6,6.0,No
Dragon's Maze,Scab-Clan Giant,Uncommon,"When Scab-Clan Giant enters the battlefield, it fights target creature an opponent controls chosen at random.",{4}{R}{G},Creature,4,5,6.0,No
Dragon's Maze,Showstopper,Uncommon,"Until end of turn, creatures you control gain ""When this creature dies, it deals 2 damage to target creature an opponent controls.""",{1}{B}{R},Instant,,,3.0,No
Dragon's Maze,Sire of Insanity,Rare,"At the beginning of each end step, each player discards his or her hand.",{4}{B}{R},Creature,6,4,6.0,No
Dragon's Maze,Species Gorger,Uncommon,"At the beginning of your upkeep, return a creature you control to its owner's hand.",{3}{G}{U},Creature,6,6,5.0,No
Dragon's Maze,"Tajic, Blade of the Legion",Rare,"Indestructible
Battalion â€” Whenever Tajic, Blade of the Legion and at least two other creatures attack, Tajic gets +5/+5 until end of turn.",{2}{R}{W},Creature,2,2,4.0,No
Dragon's Maze,"Varolz, the Scar-Striped",Rare,"Each creature card in your graveyard has scavenge. The scavenge cost is equal to its mana cost. (Exile a creature card from your graveyard and pay its mana cost: Put a number of +1/+1 counters equal to that card's power on target creature. Scavenge only as a sorcery.)
Sacrifice another creature: Regenerate Varolz, the Scar-Striped.",{1}{B}{G},Creature,2,2,3.0,No
Dragon's Maze,Viashino Firstblade,Common,"Haste
When Viashino Firstblade enters the battlefield, it gets +2/+2 until end of turn.",{1}{R}{W},Creature,2,2,3.0,No
Dragon's Maze,Warped Physique,Uncommon,"Target creature gets +X/-X until end of turn, where X is the number of cards in your hand.",{U}{B},Instant,,,2.0,No
Dragon's Maze,Woodlot Crawler,Uncommon,"Forestwalk (This creature can't be blocked as long as defending player controls a Forest.)
Protection from green",{U}{B},Creature,2,1,2.0,No
Dragon's Maze,Zhur-Taa Ancient,Rare,"Whenever a player taps a land for mana, that player adds one mana to his or her mana pool of any type that land produced.",{3}{R}{G},Creature,7,5,5.0,No
Dragon's Maze,Alive,Uncommon,"Create a 3/3 green Centaur creature token.
Fuse (You may cast one or both halves of this card from your hand.)",{3}{G},Sorcery,,,4.0,No
Dragon's Maze,Well,Uncommon,"You gain 2 life for each creature you control.
Fuse (You may cast one or both halves of this card from your hand.)",{W},Sorcery,,,1.0,No
Dragon's Maze,Armed,Uncommon,"Target creature gets +1/+1 and gains double strike until end of turn.
Fuse (You may cast one or both halves of this card from your hand.)",{1}{R},Sorcery,,,2.0,No
Dragon's Maze,Dangerous,Uncommon,"All creatures able to block target creature this turn do so.
Fuse (You may cast one or both halves of this card from your hand.)",{3}{G},Sorcery,,,4.0,No
Dragon's Maze,Beck,Rare,"Whenever a creature enters the battlefield this turn, you may draw a card.
Fuse (You may cast one or both halves of this card from your hand.)",{G}{U},Sorcery,,,2.0,No
Dragon's Maze,Call,Rare,"Create four 1/1 white Bird creature tokens with flying.
Fuse (You may cast one or both halves of this card from your hand.)",{4}{W}{U},Sorcery,,,6.0,No
Dragon's Maze,Catch,Rare,"Gain control of target permanent until end of turn. Untap it. It gains haste until end of turn.
Fuse (You may cast one or both halves of this card from your hand.)",{1}{U}{R},Sorcery,,,3.0,No
Dragon's Maze,Release,Rare,"Each player sacrifices an artifact, a creature, an enchantment, a land, and a planeswalker.
Fuse (You may cast one or both halves of this card from your hand.)",{4}{R}{W},Sorcery,,,6.0,No
Dragon's Maze,Down,Uncommon,"Target player discards two cards.
Fuse (You may cast one or both halves of this card from your hand.)",{3}{B},Sorcery,,,4.0,No
Dragon's Maze,Dirty,Uncommon,"Return target card from your graveyard to your hand.
Fuse (You may cast one or both halves of this card from your hand.)",{2}{G},Sorcery,,,3.0,No
Dragon's Maze,Far,Uncommon,"Return target creature to its owner's hand.
Fuse (You may cast one or both halves of this card from your hand.)",{1}{U},Instant,,,2.0,No
Dragon's Maze,Away,Uncommon,"Target player sacrifices a creature.
Fuse (You may cast one or both halves of this card from your hand.)",{2}{B},Instant,,,3.0,No
Dragon's Maze,Flesh,Rare,"Exile target creature card from a graveyard. Put X +1/+1 counters on target creature, where X is the power of the card you exiled.
Fuse (You may cast one or both halves of this card from your hand.)",{3}{B}{G},Sorcery,,,5.0,No
Dragon's Maze,Blood,Rare,"Target creature you control deals damage equal to its power to target creature or player.
Fuse (You may cast one or both halves of this card from your hand.)",{R}{G},Sorcery,,,2.0,No
Dragon's Maze,Give,Uncommon,"Put three +1/+1 counters on target creature.
Fuse (You may cast one or both halves of this card from your hand.)",{2}{G},Sorcery,,,3.0,No
Dragon's Maze,Take,Uncommon,"Remove all +1/+1 counters from target creature you control. Draw that many cards.
Fuse (You may cast one or both halves of this card from your hand.)",{2}{U},Sorcery,,,3.0,No
Dragon's Maze,Profit,Uncommon,"Creatures you control get +1/+1 until end of turn.
Fuse (You may cast one or both halves of this card from your hand.)",{1}{W},Instant,,,2.0,No
Dragon's Maze,Loss,Uncommon,"Creatures your opponents control get -1/-1 until end of turn.
Fuse (You may cast one or both halves of this card from your hand.)",{2}{B},Instant,,,3.0,No
Dragon's Maze,Protect,Uncommon,"Target creature gets +2/+4 until end of turn.
Fuse (You may cast one or both halves of this card from your hand.)",{2}{W},Instant,,,3.0,No
Dragon's Maze,Serve,Uncommon,"Target creature gets -6/-0 until end of turn.
Fuse (You may cast one or both halves of this card from your hand.)",{1}{U},Instant,,,2.0,No
Dragon's Maze,Ready,Rare,"Creatures you control gain indestructible until end of turn. Untap each creature you control.
Fuse (You may cast one or both halves of this card from your hand.)",{1}{G}{W},Instant,,,3.0,No
Dragon's Maze,Willing,Rare,"Creatures you control gain deathtouch and lifelink until end of turn.
Fuse (You may cast one or both halves of this card from your hand.)",{1}{W}{B},Instant,,,3.0,No
Dragon's Maze,Toil,Uncommon,"Target player draws two cards and loses 2 life.
Fuse (You may cast one or both halves of this card from your hand.)",{2}{B},Sorcery,,,3.0,No
Dragon's Maze,Trouble,Uncommon,"Trouble deals damage to target player equal to the number of cards in that player's hand.
Fuse (You may cast one or both halves of this card from your hand.)",{2}{R},Sorcery,,,3.0,No
Dragon's Maze,Turn,Uncommon,"Until end of turn, target creature loses all abilities and becomes a red Weird with base power and toughness 0/1.
Fuse (You may cast one or both halves of this card from your hand.)",{2}{U},Instant,,,3.0,No
Dragon's Maze,Burn,Uncommon,"Burn deals 2 damage to target creature or player.
Fuse (You may cast one or both halves of this card from your hand.)",{1}{R},Instant,,,2.0,No
Dragon's Maze,Wear,Uncommon,"Destroy target artifact.
Fuse (You may cast one or both halves of this card from your hand.)",{1}{R},Instant,,,2.0,No
Dragon's Maze,Tear,Uncommon,"Destroy target enchantment.
Fuse (You may cast one or both halves of this card from your hand.)",{W},Instant,,,1.0,No
Dragon's Maze,Azorius Cluestone,Common,"{T}: Add {W} or {U} to your mana pool.
{W}{U}, {T}, Sacrifice Azorius Cluestone: Draw a card.",{3},Artifact,,,3.0,No
Dragon's Maze,Dimir Cluestone,Common,"{T}: Add {U} or {B} to your mana pool.
{U}{B}, {T}, Sacrifice Dimir Cluestone: Draw a card.",{3},Artifact,,,3.0,No
Dragon's Maze,Golgari Cluestone,Common,"{T}: Add {B} or {G} to your mana pool.
{B}{G}, {T}, Sacrifice Golgari Cluestone: Draw a card.",{3},Artifact,,,3.0,No
Dragon's Maze,Gruul Cluestone,Common,"{T}: Add {R} or {G} to your mana pool.
{R}{G}, {T}, Sacrifice Gruul Cluestone: Draw a card.",{3},Artifact,,,3.0,No
Dragon's Maze,Izzet Cluestone,Common,"{T}: Add {U} or {R} to your mana pool.
{U}{R}, {T}, Sacrifice Izzet Cluestone: Draw a card.",{3},Artifact,,,3.0,No
Dragon's Maze,Rakdos Cluestone,Common,"{T}: Add {B} or {R} to your mana pool.
{B}{R}, {T}, Sacrifice Rakdos Cluestone: Draw a card.",{3},Artifact,,,3.0,No
Dragon's Maze,Selesnya Cluestone,Common,"{T}: Add {G} or {W} to your mana pool.
{G}{W}, {T}, Sacrifice Selesnya Cluestone: Draw a card.",{3},Artifact,,,3.0,No
Dragon's Maze,Simic Cluestone,Common,"{T}: Add {G} or {U} to your mana pool.
{G}{U}, {T}, Sacrifice Simic Cluestone: Draw a card.",{3},Artifact,,,3.0,No
Coldsnap Theme Decks,Kjeldoran Pride,Special,"Enchant creature
Enchanted creature gets +1/+2.
{2}{U}: Attach Kjeldoran Pride to target creature other than enchanted creature.",{1}{W},Enchantment,,,2.0,No
Coldsnap Theme Decks,Casting of Bones,Special,"Enchant creature
When enchanted creature dies, draw three cards, then discard one of them.",{2}{B},Enchantment,,,3.0,No
Coldsnap Theme Decks,Insidious Bookworms,Special,"When Insidious Bookworms dies, you may pay {1}{B}. If you do, target player discards a card at random.",{B},Creature,1,1,1.0,No
Coldsnap,Boreal Griffin,Common,"Flying
{S}: Boreal Griffin gains first strike until end of turn. ({S} can be paid with one mana from a snow permanent.)",{3}{W}{W},Creature,3,2,5.0,No
Coldsnap,Cover of Winter,Rare,"Cumulative upkeep {S} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it. {S} can be paid with one mana from a snow permanent.)
If a creature would deal combat damage to you and/or one or more creatures you control, prevent X of that damage, where X is the number of age counters on Cover of Winter.
{S}: Put an age counter on Cover of Winter.",{2}{W},Enchantment,,,3.0,No
Coldsnap,"Darien, King of Kjeldor",Rare,"Whenever you're dealt damage, you may create that many 1/1 white Soldier creature tokens.",{4}{W}{W},Creature,3,3,6.0,No
Coldsnap,Field Marshal,Rare,Other Soldier creatures get +1/+1 and have first strike. (They deal combat damage before creatures without first strike.),{1}{W}{W},Creature,2,2,3.0,No
Coldsnap,Gelid Shackles,Common,"Enchant creature
Enchanted creature can't block, and its activated abilities can't be activated.
{S}: Enchanted creature gains defender until end of turn. ({S} can be paid with one mana from a snow permanent.)",{W},Enchantment,,,1.0,No
Coldsnap,Glacial Plating,Uncommon,"Enchant creature
Cumulative upkeep {S} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it. {S} can be paid with one mana from a snow permanent.)
Enchanted creature gets +3/+3 for each age counter on Glacial Plating.",{2}{W}{W},Enchantment,,,4.0,No
